0,26.15366429,8.047281321,14.08274231,21.12411347,2.01182033,17.10047281,12.07092198,30.17730495,10.05910165,12.07092198,18.10638297,5.029550826,3.017730495,18.10638297,21.12411347,38.22458627,39.23049644,6.035460991,21.12411347,29.17139479,-0.001796919,-0.001219381,-0.000737834,-0.002156031
0,6.92488546,16.81757897,6.92488546,6.92488546,2.967808054,9.892693514,16.81757897,16.81757897,12.86050157,7.914154811,11.87123222,3.957077405,3.957077405,9.892693514,8.903424162,12.86050157,6.92488546,5.935616108,2.967808054,10.88196287,0.001785568,0.002440321,0.004284164,0.002220596
0,23.84116343,13.90734533,14.90072714,15.89410895,5.960290858,17.88087257,30.7948361,26.82130886,3.973527239,30.7948361,27.81469067,31.78821791,16.88749076,17.88087257,14.90072714,16.88749076,19.86763619,7.947054477,14.90072714,20.861018,0.004141443,0.003117134,0.00041508,-0.001055467
0,15.07454756,5.024849187,7.034788861,17.08448723,2.009939675,8.039758699,27.13418561,14.06957772,5.024849187,16.0795174,23.11430626,22.10933642,2.009939675,20.09939675,11.05466821,16.0795174,13.06460789,1.004969837,3.014909512,11.05466821,-0.000939044,-0.00120769,-0.001679154,-0.00114395
0,10.07109315,7.049765204,16.11374904,9.063983834,3.021327945,5.035546574,2.01421863,21.14929561,6.042655889,13.09242109,9.063983834,9.063983834,7.049765204,7.049765204,10.07109315,12.08531178,7.049765204,4.02843726,6.042655889,13.09242109,-6.14E-05,0.001424632,-0.004274016,-0.004198538
0,13.96866045,15.96418338,3.991045844,6.984330227,1.995522922,5.986568766,10.97537607,11.97313753,6.984330227,1.995522922,16.96194484,0.997761461,1.995522922,5.986568766,14.96642192,5.986568766,4.988807305,1.995522922,6.984330227,10.97537607,-0.003581851,0.002977408,0.002583838,0.000259143
0,40.23118899,18.10403504,27.15605257,26.15027284,3.017339174,13.07513642,21.12137422,46.26586733,9.052017522,26.15027284,41.23696871,37.21384981,11.06357697,37.21384981,22.12715394,32.18495119,22.12715394,10.05779725,31.17917146,35.20229036,0.00199428,0.001628464,-0.00420536,-0.005197109
0,22.0324286,11.0162143,21.03095458,45.06633124,3.004422082,17.02505847,54.07959748,30.04422082,21.03095458,46.06780526,25.03685069,38.05601304,7.010318192,20.02948055,5.007370137,36.05306499,25.03685069,1.001474027,16.02358444,41.06043513,-0.00042955,0.002751036,-0.003071765,-0.000723749
0,24.26388305,8.087961017,10.10995127,12.13194153,0,10.10995127,18.19791229,13.14293665,1.010995127,12.13194153,19.20890742,12.13194153,3.032985381,12.13194153,7.07696589,10.10995127,9.098956144,6.065970763,3.032985381,13.14293665,-0.000283864,0.001982471,-0.003441921,-0.009251814
0,4.967406348,9.934812696,1.986962539,6.954368887,1.986962539,1.986962539,9.934812696,0,2.980443809,2.980443809,7.947850157,2.980443809,3.973925079,0,0,1.986962539,3.973925079,2.980443809,1.986962539,1.986962539,0.013773278,0.009202125,-0.012769699,-0.003686974
